org
兰州大学化学化工学院甘肃省有色金属化学与资源利用重点实验室功能有机分子化学国家重点实验室
复旦大学化学系先进材料实验室
中国国土资源经济研究院
国土资源部资源环境承载力评价重点实验室
江西理工大学矿业贸易与投资研究中心
首都师范大学地理系资源环境和GIS重点实验室
中国科学院地理科学与资源研究所
中国科学院地球化学研究所国家环境地球化学重点实验室
包头稀土研究院白云鄂博稀土资源研究与综合利用国家重点实验室
内蒙古科技大学化学化工学院
南昌大学稀土与微纳功能材料研究中心
南昌航空大学环境与化学工程学院
江西省稀土材料前躯体工程实验室
中南大学商学院
中南大学金属资源战略研究院
内蒙古社会科学院
北京科技大学材料先进制备技术教育部重点实验室
北京师范大学地表过程与资源生态国家重点实验室
北京师范大学资源学院
国家食品安全风险评估中心
北京科技大学能源与环境工程学院
包头稀土研究院
瑞科稀土冶金及功能材料国家工程研究中心
首都师范大学资源环境与地理信息系统北京市重点实验室
城市环境过程与数字模拟国家重点实验室培育基地
江西理工大学江西省矿业工程重点实验室
江西理工大学建筑与测绘学院
北京大学化学与分子工程学院稀土材料化学及其应用国家重点实验室
青岛大学材料科学与工程学院
对外经济贸易大学中国世界贸易组织研究院
对外经济贸易大学国际关系学院
中国社会科学院欧洲研究所
中国科学院地质与地球物理研究所中国科学院矿产资源研究重点实验室
中国科学院大学地球与行星科学学院
中国科学院地球科学研究院
中国科学院地质研究所
内蒙古师范大学科学技术史研究院
包头稀土高新技术产业开发区管委会
对外经济贸易大学应用经济学博士后流动站
商务部研究院国际市场研究部
IEEE
贵州省产品质量监督检验院
武汉理工大学文法学院
江西省价格理论研究所
赣州市物价局
新疆石河子大学化学化工学院新疆兵团化工绿色过程重点实验室
新疆省部共建国家重点实验室培育基地
内蒙古科技大学经济与管理学院
包头钢铁(集团)公司
南京大学地球科学与工程学院
中国科学院紫金山天文台
湖南大学材料科学与工程学院
江西理工大学材料与化学工程学院
武汉理工大学资源与环境工程学院
太原理工大学新材料界面科学与工程教育部重点实验室
中南大学化学化工学院
广东省生态环境与土壤研究所/广东省农业环境综合治理重点实验室
浙江大学环境与资源学院
土水资源与环境研究所
中国地质大学地球科学学院
湖北省区域地质矿产调查所
地质过程与矿产资源国家重点实验室
赣州龙钇稀土材料有限公司
长江大学化学与环境工程学院
武汉大学化学与分子科学学院
中国科学院理化技术研究所微珠材料工程研究中心
北方交通大学光电子技术研究所
湖北民族学院
北京师范大学化学系
中国科学院化学研究所分子科学中心
湖南省稀土农用研究中心
成都理工学院
广西地质矿产局区域地质调查大队
商丘医学高等专科学校
黄淮学院化学化工系
中国科学院地球化学研究所广州分部
复旦大学电光源研究所
甘肃省甜菜糖业研究所
甘肃省金塔糖厂
甘肃省洒泉糖厂
中国地质科学院矿床地质研究所
禄丰钢铁厂
清华大学核能技术设计研究院
华南理工大学化工学院
广东汕头超声电子股份公司
中国科学技术大学国家同步辐射实验室
天津工业大学功能纤维研究所
江西省分析测试中心
中国科学院激发态物理重点实验室
中国人?
南京化工大学膜科学技术研究所
江苏省化学工程与技术重点实验室
电子科技大学光电子技术系
中国科学院地球化学研究所环境地球化学国家重点实验室
贵州工业大学
哈尔滨工业大学应用化学系
哈尔滨汽轮机厂有限公司
西北农林科技大学农学院
西北大学化学系/陕西省物理无机化学重点实验室
西安交通大学系统工程研究所
西北大学化学工程系
山东大学物理学院和晶体材料国家重点实验室
吉林工业大学
广东工业大学
广东威灵电机制造有限公司
深圳大学生命科学学院
四川大学化学学院
宿州学院巨磁材料研究室
中国科学技术大学结构分析开放实验室
中国科学院广州化学所
武汉理工大学材料科学与工程学院
南京大学化学化工学院
安徽省地质调查院
重庆大学
中南大学
南京工业大学材料科学与工程学院
清华大学核能研究院
中国科学院沈阳金属研究所
东北大学材冶学院
北京科技大学材料科学与工程学院
中国科学院广州地球化学研究所边缘海地质重点实验室
广东教育学院化学系
海南师范学院资源环境与旅游系
中国科学院地球化学研究所
中国矿业大学化工学院
应用表面与胶体化学教育部重点实验室
陕西师范大学化学与材料科学学院
浙江海洋学院海洋科学学院
中国科学院激发态重点实验室
内蒙古师范大学化学与环境科学学院
河北理工大学分析测试中心
哈尔滨工程大学超轻材料与表面技术教育部重点实验室
中国矿业大学资源与地球科学学院
内生金属矿床成矿机制研究国家重点实验室南
京大学地球科学与工程学院
长安大学
新疆工程学院
发光材料与器件国家重点实验室
华南理工大学光通信材料研究所
东风商用车技术中心工艺研究所
北京有色金属研究总院有色金属材料制备加工国家重点实验室
西北工业大学理学院
广州有色金属研究院粉末冶金研究所
杭州电子科技大学电子信息学院电子材料与器件重点实验室
周口师范学院化学系
周口师范学院稀土功能材料及应用重点实验室
广东工业大学轻工化工学院
江门市新会罗坑电力线路器材厂有限公司
太原科技大学材料科学与工程学院
奥本大学材料研究中心
华中农业大学理学院
华中农业大学水产学院
杭州师范学院化学系
中南大学粉末冶金国家重点实验室
湖南工程学院数理系
内蒙古科技大学材料与冶金学院内蒙古自治区高校稀土现代冶金新技术与应用重点实验室
北京工业大学材料科学与工程学院教育部功能材料重点实验室
昆明理工大学国土资源工程学院
国土资源部大陆动力学实验室
中国地质大学X光衍射实验室
国家地质实验测试中心
井冈山大学工学院
南昌大学机电学院
南昌航空大学材料与科学工程学院
中国地质大学地质过程与矿产资源国家重点实验室中国地质大学地球科学与资源学院
中国地质大学地质过程与矿产资源国家重点实验室中国地质大学地球化学系
中国科学院研究生院
中国科学院地质与地球物理研究所岩石圈演化国家重点实验室
北京大学地球与空间科学学院
沈阳理工大学材料科学与工程学院
铜仁学院生化系
肇庆学院化学化工学院
内蒙古工业大学材料科学与工程学院
吉林大学地球科学学院
九江学院材料科学与工程学院
中国人民银行南昌中心支行
中国人民银行赣州市中心支行
江西赣江职业技术学院信息学院
中国科学院理化技术研究所北京人工晶体中心
河北工业大学材料科学与工程学院
东北大学多金属共生矿生态化冶金教育部重点实验室
东北大学材料与冶金学院
淮海工学院机械工程学院
中国矿业大学机电工程学院
河南科技大学材料科学与工程学院
有色金属共性技术河南省协同创新中心
内蒙古科技大学材料与冶金学院
唐山师范学院化学系
长春理工大学化学与环境工程学院
清华大学新型陶瓷与精细工艺国家重点实验室
浙江省地质调查院
五邑大学化学与环境工程学院
厦门大学材料学院
同济大学化学系
合肥学院化学与材料工程系
合肥学院粉体与能源材料重点实验室
华南理工大学材料科学与工程学院
内蒙古大学物理科学与技术学院
中国地质大学地质过程与矿产资源国家重点实验室
安徽工业大学材料科学与工程学院安徽省金属材料与加工重点实验室
中国工程物理研究院核物理与化学研究所
中国科学院理化技术研究所
合肥工业大学材料科学与工程学院
吉首大学化学化工学院
安徽建筑大学材料与化学工程学院安徽省先进建筑材料重点实验室
中钢集团洛阳耐火材料研究院有限公司河南省特种耐火材料重点实验室
武汉科技大学高温陶瓷与耐火材料国家重点实验室培育基地
钦州学院化学化工学院
大连大学表面工程中心
大连大学机械工程学院
沈阳黎明航空发动机有限责任公司
攀枝花学院材料工程学院
钒钛材料及复合技术四川省高校重点实验室
重庆大学化学化工学院
清华大学化学工程系
佛山科学技术学院材料与精细化工研究所
山东轻工业学院化学与制药工程学院
山东师范大学生命科学学院
南京工程学院材料工程学院
上海交通大学轻合金精密成型国家工程研究中心
太原理工大学物理与光电工程学院
太原理工大学新型传感器与智能控制教育部重点实验室
中国科学院长春光学精密机械与物理研究所
中国科学院地球化学研究所矿床地球化学开放研究实验室
中南大学地质研究所 贵阳
有色金属矿产地质调查中心
沈阳工业大学电气工程学院
陕西科技大学化学与化工学院教育部轻化工助剂化学与技术重点实验室
包头师范学院物理科学与技术学院
中国科学院长春应用化学研究所网站
山东省地质科学实验研究院
山东省金属矿产成矿地质过程与资源利用重点实验室
中国科学院地球化学研究所矿床地球化学国家重点实验室
国家发展计划委员会
河北农业大学
河北省滦南县农广校
国务院办公厅
国家计委
国务院西部开发办
湖南省人民政府
东南大学
国家经贸委
财政部
对外贸易经济合作部
黑龙江省鸡西市第一中学
全国人大常委会
国家发展计划委员会主任
中国科学技术大学近代物理系
上海硅酸盐研究所
西安电子科技大学图书馆
中国科学院广州化学研究所
中国石油化工总公司计划部
南京师范大学化学系
复旦大学化学系
哈尔滨市范大学生物系
山东省维坊良种场
辽宁农业区划培训中心
哈尔滨市农业供销公司
黑龙江省肇州县科协
福州郊区新店镇蔬菜指导站
马鞍山矿山研究院
核工业北京地质研究院
中南地勘局
湖南长沙
华东地勘局270研究所
江西南昌县
黄石高等专科学校
华中理工大学
西安矿业学院基础部
西安工业学院
陕西第二汽车制造厂
陕西机械学院
甘肃工业大学
解放军第三医院
复旦大学
安阳电子管厂
浙江大学工业控制技术研究所
上海电子管厂
沈阳工业高等专科学校
中国银行广西自治区分行
北京大学经济学
中山大学化学系
兰州大学化学系
南京大学配位化学研究所
哈尔滨建工学院
哈尔滨师范大学
常州无线电材料总厂
南京大学地球科学
吉林铁合金厂
国家气象中心
洛阳工学院
河南省柘城县农业局
冶金部钢铁研究总院
四川泸州天然气化学工业公司
哈尔滨焊接研究所
天津河北工学院
北京农业工程大学
四川宜宾899厂
第五三研究所
中国科学院上海硅酸盐研究所
华东化工学院
中国人民银行湖南省分行办公室
江西九江师范专科学校化学系
江西大学中心实验室
中国科学院长春应用化学研究所
山东省建筑设计院
大连理工大学化工学院
Kyushu University
Japan
宁波大学
地矿部宜昌地矿所
北京自然博物馆
山东大学微生物学系
中国有色金属工业总公司南宁公司
昆明冶金高等专科学校
西北地勘局203研究所
陕西咸阳
电子工业部第23研究所
上海市逸仙路25号
机电部第46所检测中心
湖北仙桃市经编毛毯厂
吉林省纺织工业设计研究院
宁夏农科院情报所
重庆红岩机器厂
猴王股份有限公司焊接材料研究所
中国科学院电工研究所
武汉大学化学系
北京市农林科学院
山东农业大学
江西航海仪器厂
吉林省社会科学院社会学所
山东省滨州地区畜牧兽医研究所
山东省滨州农业学校
国防科学技术大学501教研室
国营淮海机械厂
北京科技大学
浙江江山市农业局
天津大学
太原工业大学离子渗金属及热处理研究所
山东省果树研究所
黑龙江省作家协会
黑龙江省文联
江西理工大学外语外贸学院
西昌学院
太原工业大学
平定县钢铁厂
中国石化抚顺石油化工研究院
大庆石化总厂化工一厂
中国科学院大连化学物理研究所
国家财政部世界银行司
兰州铝厂
福建省农科院果树研究所
中国农业科学院农业气象研究所
江苏省海安丝绸印染厂
华中理工大学科技发展研究中心
郑州工学院
北京科技大学材料科学与工程系金相教研室
北京科技大学 教授
冶金工业部
鞍钢矿山研究所
云南大学地球科学系
冶金工业部包头稀土研究院
冶金工业部长沙矿冶研究院
地矿部矿产综合利用研究所
武警黄金地质研究所
地矿部地质研究所
旺苍县农业局
江苏冶金机械厂
河北阳原县职教中心
江苏省淡水水产研究所
大丰县贝类公司
响水县海珍品总公司
内蒙古师范大学地理系
陕西省粮食作物研究所
上海市农业科学院畜牧兽医研究所
吉林大学合成与催化研究所
陕西省畜牧兽医研究所
北京大学地质系
武汉钢铁学院
冶金部生产协调司
中国纺织大学
鞍钢大型轧钢厂
景德镇陶瓷学院
俄罗斯顿涅茨克工学院
技术科学副博士
兰州铁路局办公室
经济师 电话 22050 兰州
辽宁能源研究所
广西民院民研所
煤炭科学研究总院唐山分院选煤研究所
中国科学院山西煤化所
煤科总院唐山分院
石油大学
宝山钢铁(集团)公司技术部
山东省招远市蚕庄镇政府
招远市土壤肥料工作站
招远市果业总站
包头钢铁稀土公司矿山研究所
邮电部科学技术情报研究所
湖南广播设备厂
机电部南京电子工程研究所
中心实验室
中国科学技术大学地球与空间科学系
中国科学技术大学地球和空间科学系
南京大学现代分析中心
广东省五华县成人中等专业技术学校
武钢钢研所力学室
鞍山钢铁公司
包头钢铁学院
《分析试验室》编辑部
衡水市粉末冶金厂
福建中医学院
福州药物资源开发研究所
北京市海淀区流体技术开发公司
国家科委
有色金属研究总院分析测试技术研究所
北京科技大学材料系
南化(集团)公司研究院
河北工学院材料系
南京大学化学系
贵州省印江县农业局
江西赣南师院化学系
中国科学院金属研究所
武钢
天津微电机公司
西北工业大学
河南省巩义市节能耐火厂
彰武县图书馆
国家计委长期规划和产业政策司
中国石化齐鲁石化公司胜利炼油厂
中国地质学会矿床专业委员会秘书处
《矿床地质》
上海化工研究院
东北财经大学投资系
中国科学技术大学用化学系
冶金部长沙矿冶研究院
华东师范大学地理系
国营272厂
化工部石油化工科技情报中心站
冶金部
湘潭大学中心实验室
长岭炼油化工厂
成都科技大学化学工程系
云南省机械研究设计院
昆明拖拉机厂
浙江大学
西安太白路1号
电子工业部第21研究所
辽宁省节能技术服务中心
上海有线电厂
贵金属研究所
西安公路学院机械系
长春汽车研究所
中国科学院科技政策与管理科学研究所
中国有色金属工业总公司北京矿产地质研究所
成都无缝钢管厂
长沙矿冶研究院
冶金地质学会办公室
中国船舶工业总公司热加工工艺研究所
铁道部科学研究院
中国原子能科学研究院 北京
广州军区广州总医院眼科
西南石油学院石油机械系
美国南加利福尼亚大学
江苏如东职业高级中学
唐山煤研分院
大连船用阀门厂
南昌大学电力电子工程系
南昌大学计算中心
华东化工学院化学系
华东化工学院物理系
同济大学
中科院上海光机所
湖北省襄樊化工厂
长春市职工大学
南京化学工业(集团)公司研究院
(株)奈良机械制作所
成都理工学院地质学系
鞍钢情报研究所
曲阜师范大学
安徽农学院
北京林业大学
北京市公路局绿化处
首钢特殊钢公司
北京工业大学
东北工学院
南京汽车研究所
济南交通高等专科学校
包头钢铁稀土公司原料处
中国原子能科学研究院
厦门大学化学系
复旦大学物理二系
山东省农科院饲料研究所
中国科学技术大学近代化学系
中国科学院山西煤炭化学研究所
北京大学物理系
北京首都师范大学(分部)物理系
中国科学院物理所
中国科学院高能物理所
中国科学院物理研究所磁学国家重点实验室
《管理世界》中国企业评价中心
国家统计局工业交通统计司
中山大学物理学系
广州通信研究所
长春 30022
中国地质大学应用化学系
吉林农业大学
清华大学化学系
结构分析开放研究实验室
中国科学技术大学无线电系
上海无线电八厂
鞍钢科技处
香港浸会学院物理系
中共内蒙古自治区党委
北京大学经济学院
《经济学家》杂志副主编
西安交通大学
浙江康恩贝制药公司
浙江兰溪市中医医院
湖南稀土金属材料研究所
解放军304医院
第二军医大学三六九研究室
厦门大学物理化学研究所
兖州矿务局科研所
冶金工业部矿山司
南开大学物理系
北京人工晶体研究所
福建师范大学实验中心
天津教育学院物理系
华南理工大学化学工程系
东风汽车公司
中国有色长沙公司
中南工业大学
沈阳市辽中化工总厂研究所
湘潭机电专科学校
安徽芜湖市凤凰造漆厂
甘肃省畜牧技术推广总站
中国人民大学计划系
航空航天工业部北京航空工艺研究所
山东师范大学化学系
湖南大学化学化工系
湖北荆州地区农牧业局
清华大学
湖南师范大学
江西省测绘局
江西第二机床厂热表分厂
北京大学化学系
中国科学院资源环境科学局
中国科学院金属腐蚀与防护研究所腐蚀科学开放实验室
昆明贵金属研究所 研究员
现通讯地址为西安地质学院化学室
现通讯地址为西北工业大学材料系
东北师范大学化学系
浙江大学电机系
北京科技大学材料科学与工程系
北京航空材料研究所
贵州云马飞机制造厂
北京师范大学低能核物理研究所
杭州大学催化研究所
吉林大学化学系
西南师范大学应用化学研究中心
唐山市环境保护研究所
现在昆明市味精厂
固体微结构实验室 南京
北京科技大学材料物理系
天津理工学院材料物理所
北京科学技术大学材料物理系
长春地质学院地质系
轻工业部玻璃搪瓷工业科学研究所
中国科学院云南天文台
山西省电力设备厂
吉林大学电子科学系
南京航空学院246信箱
北京 l0087l
甘肃教育学院化学系
东北工学院材料科学与工程系
上海医科大学放射医学研究所
中国科学院长春物理研究所
吉林大学固体物理教研室
凝聚态和辐射物理分中心
北京8730信箱
中国科学技术大学基础物理中心
中山大学高分子研究所
中山大学材料科学研究所
厦门大学物理学系
南京航空航天大学自动控制系
南开大学
哈尔滨建筑工程学院
中国科学院地质研究所岩石圈构造演化开放研究实验室
北京科技大学材料失效研究所
浙江大学分析测试中心
浙江大学材料科学和工程系
广西壮族自治区环境监测中心站
中国科学院感光化学研究所
四川省南充县中医院
冷水滩市人民政府办公室
哈尔滨工业大学金属材料及工艺系
山西省乡镇企业总公司
北京师范大学低能核物理所
杭州大学化学系
山东聊城师范学院物理学系
南京大学物理学系
洛阳船舶材料研究所
华南理工大学
巴陵石化公司研究院
中国科学院兰州化学物理研究所
航空航天部
中国核动力研究设计院
中山大学地质系
中国核动力研究设计院 成都
福建省永泰县农业局
山东省农科院山亭实验站
美国俄亥俄州州立大学地质学和矿物学系
天津地质矿产研究所
西北大学地质系
德国美茵茨大学地质系 西安
中国有色金属总公司矿产地质研究院
中科院安徽光机所
华南师范大学量子电子学所
山东工业陶瓷研究设计院
地矿部华东石油地质局
长庆石油勘探局钻采工艺研究院
北京市劳动卫生职业病防治研究所
安徽光机所
中共中央党校社会主义史教研室
第二军医大学基础同位素室
北京大学生物学系
北京大学技术物理系
包头钢铁稀土公司
北京服装学院化学化工系
汕头大学化学系
湖南省安乡县柑桔协会
湖南省安乡县农技推广中心
上海梅山冶金公司钢研所
四川省机械工业学校
北京矿冶研究总院
青海铝厂
五二研究所第二究室
镇江市江南磁选设备厂
无锡市稀土永磁厂
安徽省宿州机械厂
北京工业大学化学与环境工程学系
水利部办公厅
广州珠江冶炼厂
华东师大化学系
西北核技术研究所
上海重型机器厂
山东省地质矿产局物化探大队
中国高等科学技术中心(世界实验室)
河南师范大学物理系
山东大学物理系
四川压电与声光技术研究所
山东大学晶体材料研究所
冶金工业部钢铁研究总院
中国科学院低温技术实验中心
中国科学院等离子体物理研究所
中国有色金属总公司
黑龙江地质勘探局
贵州山地资源研究所
桂林冶金地质学院
地矿部石油地质研究所
中南工业大学应用量子化学研究室
中南工业大学计算中心
桂林冶金地质学院 北京
武警黄金指挥部
中国地质大学矿产系
江苏省地质矿产局物化探大队
地质矿产部科学技术司
中国科学院半导体研究所半导体超晶格国家重点实验室
四川建筑材料工业学院
浙江大学低温研究室
杭州制氧机研究所
中科院低温中心
福州大学
中国科学院上海光学精密机械研究所
攀枝花钢铁研究院
江西地矿局物化探大队
云南省计量局
昆明工学院
南京电子器件研究所
中国科学院上海光机所
东北大学材料科学与工程系
中国环境监测总站
天津大学精密仪器系
英国伦敦大学英皇学院电子和电气工程系
华中理工大学机械工程一系
华中理工大学化学系
芜湖冶炼厂
杭州磁带厂
中国科学院海洋研究所
国家海洋局环境预报研究中心
太原工业大学环境工程系
山西医学院
中国原子能科学研究院应用所
北京275信箱25分箱
清华大学工程物理系
化工部化学矿产地质研究院
湖南省通道县党委政研室
北京核闪烁元件厂
贵阳铁路分局
内蒙古林业科学研究院
兰州炼油化工总厂职工医院
新疆石河子八一毛纺织厂
中国科学院兰州化学物理研究所固体润滑开放研究实验室
南京大学天文系
南京大学物理系
上海工业大学基础部
中国科学技术大学结构分析开放研究实验室
中国农业科学院土肥所
重庆钢铁专科学校
中船总公司第十二研究所
国家地矿部
全国铸造学会秘书处
中科院北京真空物理实验室
中国科学院现代制造的CAD/CAM技术开放实验室
同济大学 现代制造技术研究所
中国农业科学院农业自然资源和农业区划研究所
河南新乡师专化学系
上海灯泡厂质检科
华东师范大学化学系
山东省临沂市科协
四川建筑机械厂
沈阳化工学院
长春地质学院岩化系
吉林师范学院
地质矿产部矿管局
《中国矿业》编辑部
内蒙古医学院药学系
第一重型机器厂
山东工业大学
齐齐哈尔第一机床厂
戚墅堰机车车辆工厂
沈阳重型机器厂
沈阳工业大学
中国农科院郑州果树研究所
上海市长宁区红十字中心医院
黑龙江省机械制造学校
东北林业大学
广西省灌阳县特产局
上海航天局
南通职业大学化学工程系
泰兴县压缩机配件厂
连云港铸造厂
如皋动力机厂
湖南省机械研究所
太原机械学院
国家计委老干部局
江西省新余市种子公司
机电部武汉材料保护研究所
湖南师范大学地理系
湖南省经济地理研究所
兰州大学现代物理系放化研究室
中国科学院上海原子核研究所
江西省宁都县团结水库林场
中国科学技术大学结构研究开放实验室
中国科学技术大学结构分析研究开放实验室
澧县棉科所
湖南省园艺研究所
黑龙江财政专科学校
中科院金属研究所
中国科学院长沙大地构造研究所
中南冶金地质研究所
中国科学院贵阳地球化学研究所
济南汽车制造总厂
沈阳电工铸铁厂
沈阳黄金学院地质系
天津第二冶金机械厂
云南工学院
武汉工学院
沈阳轧辊厂
第一汽车制造厂铸造分厂
河北省冶金研究所
黑龙江省青冈糖厂
黑龙江省双山糖厂
黑龙江省宝泉岭糖厂
内蒙古察右前旗甜菜公司
黑龙江省明水糖厂
黑龙江省军川农场科研所
黑龙江省国营农场总局种子公司
吉林省白城地区农业站
吉林省白城地区农研所
吉林省白城地区农业局
牡丹江农管局农业处
黑龙江省卫星糖厂
内蒙古巴盟临河糖厂
黑龙江省赵光糖厂
宁波压缩机厂
郑州机械研究所
平顶山市第一建材厂
浙江机电设计研究院
望都曲轴连杆厂
武钢机械总厂
机电部沈阳铸造研究所
湖北内燃机配件厂球铁研究所
齐鲁石化公司
中国科学院、水利部成都山地灾害与环境研究所
中央民族学院少数民族经济所
湛江港环境监测中心站
中国科学院成都有机化学研究所
湖南省土肥研究所
北洲子农场
凤凰湖农场
浏阳县糖厂
沈阳工业大学特种电机研究所
沈阳工业大学电气工程系
沈阳工业大学计算机学院
华东化工学院工业催化研究所
冶金部科技司 教授
大连理工大学
冶金部科技司
上海医科大学放射医学研究所五室
华山医院放射科
吉林大学稀土固体物理研究室和物理系固体物理教研室
辽宁大学化学系资料室
电子科技大学
中科院上海硅酸盐研究所
东北工学院物理系
成都铁路局工程总公司
冶金部自动化研究院
安徽省文物考古研究所
北京大学考古系
盘锦市节能电器厂
